ingreso,edad_jefe,tamano_hogar,numero_dependientes,educacion,area_urbana,propietario,consumo_mensual
27632.01410794562,78,5,3,primaria,0,0,15917.193879818598
25211.130010446384,73,6,2,licenciatura,0,0,14214.102458877787
17477.846042877234,63,3,1,prepa,1,1,13510.019044230601
26071.75376394614,53,7,1,posgrado,1,1,19994.783948100845
13817.398283699426,69,6,3,primaria,0,1,7822.992401855117
18105.45114607993,26,1,0,licenciatura,1,1,11545.932535762498
16117.091617367172,77,5,0,licenciatura,1,1,13638.73547075682
20654.99311509058,68,5,1,licenciatura,1,0,15523.632467608048
38517.268533388065,73,2,1,prepa,1,1,24432.827227631315
5061.878459266016,42,2,0,secundaria,1,1,696.6097571258447
25490.081522996108,65,7,2,prepa,0,0,23445.652742698214
7098.273030482787,75,1,0,secundaria,0,0,4078.563162316559
16224.545073684532,26,2,0,prepa,1,1,12715.342279987093
28711.604775738928,73,4,0,prepa,1,1,21527.828406292723
20514.2401527637,44,2,0,secundaria,0,1,15827.490717360446
11378.041776565551,22,2,0,secundaria,1,1,5518.722801046302
14277.570325920255,78,4,1,primaria,1,1,10392.422600797965
25436.781991477408,57,1,0,secundaria,1,0,13606.423368811327
14157.066946262907,39,4,1,prepa,1,1,8325.128325821328
21731.6687166558,53,5,0,secundaria,1,0,17399.32151513191
20364.57471923051,68,4,0,licenciatura,0,1,12470.552063857554
14787.197219153462,63,3,1,prepa,0,0,9794.368930776249
37151.55271460261,63,5,1,licenciatura,1,1,32315.858865960632
25071.35217854409,49,2,0,primaria,1,1,19219.228415282392
3798.859306739143,36,7,1,licenciatura,0,1,1298.5529902789315
21491.63451815542,78,5,0,posgrado,0,1,17931.211808908214
14705.708281852896,29,1,0,secundaria,1,0,9652.117449891444
26819.46667836979,54,1,0,secundaria,1,0,12707.403443552743
13659.834092538395,39,4,1,prepa,1,0,5493.356839267224
19082.108468264807,37,5,1,prepa,0,1,14103.568060225747
24039.898231843657,64,2,0,primaria,0,0,15390.84379834741
26926.04155336097,63,1,0,licenciatura,1,1,23148.761730969647
10397.62874355379,46,6,2,prepa,0,1,6728.383446436465
17323.99011327241,78,2,0,licenciatura,0,1,11353.646052804914
16200.43751071235,78,6,4,secundaria,1,1,10258.993851477102
14773.366139410304,68,3,1,secundaria,1,1,13121.296645983566
34123.63392224877,55,6,3,primaria,1,0,24093.326112438077
23239.853687687646,42,1,0,secundaria,0,1,14703.553379482863
9912.928365319638,51,4,2,posgrado,1,1,7882.326485260409
27342.895576438208,29,3,0,prepa,1,1,17869.25762771084
36977.249576101065,30,5,2,licenciatura,0,1,30142.84832113402
28259.722084409175,57,2,1,posgrado,1,0,19907.77823042354
7845.040272367893,25,1,0,primaria,1,1,7401.083648815196
16126.127417069989,78,3,0,secundaria,1,1,12865.05189314087
30135.28919349298,60,3,0,licenciatura,1,0,17641.259564278527
14338.644275049755,66,1,0,prepa,1,1,8540.772949915945
23550.555425169827,53,5,0,prepa,1,1,18859.699733162895
26197.072427434694,55,5,2,prepa,0,0,16013.40603689382
12584.556227375337,56,4,0,licenciatura,0,1,6696.340895828538
19523.797151505598,36,7,1,prepa,0,0,13698.729507530978
5930.138720552579,59,6,2,licenciatura,0,1,4909.260166431688
11804.898869325682,59,5,4,posgrado,1,1,16099.854634449111
17979.454788854717,73,4,0,prepa,1,1,15466.492235123504
10017.734544281204,31,6,0,prepa,1,0,5991.5257669214
33059.29043145308,40,3,1,secundaria,1,1,21441.224654219302
8558.868976314938,59,1,0,secundaria,0,0,2412.073339187633
16479.64410642413,38,5,0,prepa,1,1,14293.287429365404
21045.92461828873,22,4,2,primaria,1,0,12938.571641288534
31530.186312528924,37,3,0,posgrado,1,0,21068.736760252512
8513.102790564484,72,5,1,prepa,1,1,5422.464606552945
29305.310017239677,70,2,0,posgrado,1,1,24682.31500138566
20081.864488156698,38,7,3,secundaria,1,0,17690.982082771072
12147.930791616393,66,3,2,licenciatura,0,1,6201.2702504602385
23696.827794106168,25,5,0,prepa,0,0,13814.708365229344
21592.47756458776,35,3,1,licenciatura,0,1,17441.42762959739
15198.264982729643,27,1,0,secundaria,1,1,7743.331276499666
20558.416679920152,67,1,0,prepa,1,1,15422.42961474085
16917.491225105918,37,7,5,prepa,0,1,15034.308376611436
20908.138762009985,71,1,0,secundaria,0,1,10234.86787223016
25297.045396168374,67,6,1,secundaria,1,1,20794.32828798803
32688.134529162817,62,2,0,licenciatura,0,0,19979.451563522493
10097.476009385207,58,1,0,primaria,1,1,2862.0916689334854
37064.26699725013,68,2,1,secundaria,1,1,23779.115287429828
4383.297603819985,68,1,0,secundaria,0,0,1597.8791273556853
18785.719239715334,31,6,0,licenciatura,1,1,16507.746379859604
24706.537651876613,64,3,0,prepa,1,0,15163.932667730996
22247.93494188026,29,5,1,secundaria,1,1,17817.0181956991
15018.40384143525,26,5,0,prepa,1,0,9482.209808914607
18335.021997141797,65,1,0,licenciatura,1,1,11539.099822904678
16055.992522729337,74,5,1,primaria,1,1,8766.824416535386
15285.081944446309,20,1,0,primaria,1,0,7807.1980892983165
26796.816776168198,68,1,0,primaria,1,1,14981.748581513813
22856.12388772038,55,7,0,prepa,1,0,14346.737584421971
14456.723237914766,40,4,1,prepa,0,1,10302.99277751066
27196.799003466007,56,4,1,prepa,0,1,22086.026778794894
22458.396167012874,71,7,2,licenciatura,1,1,17442.26645448604
26502.89695071168,43,4,0,secundaria,0,1,20566.42562037055
25037.030735388897,74,2,0,secundaria,1,1,16525.351535907103
13368.039912623422,44,4,2,secundaria,1,0,4860.725592029187
15518.551678424243,26,1,0,primaria,1,0,13625.368728824718
25978.348840986095,61,6,2,secundaria,1,0,16476.10851824561
24882.962123467718,36,6,3,prepa,0,1,19237.81397587509
19832.787248286815,48,3,0,secundaria,1,1,14396.19259456079
20938.619066470255,49,4,0,licenciatura,1,1,15758.918211104421
30221.3191663074,26,6,3,prepa,1,0,24141.60992771386
15267.42888931336,52,4,1,secundaria,1,1,13399.524956540034
24376.779049360302,26,3,0,prepa,1,1,15666.132201717048
18382.458780528847,77,6,1,prepa,0,1,13154.281127675775
18258.55037418224,43,1,0,licenciatura,0,1,10056.910043150474
28790.21481589752,30,2,0,licenciatura,0,0,16072.151270249788
26603.330791904238,28,7,1,prepa,0,0,19809.43985651704
26508.07708800511,31,7,3,prepa,1,0,22451.779036145686
30443.83045723463,54,7,1,secundaria,1,1,21520.276055372713
20168.03073306207,23,4,0,prepa,1,1,14885.90087344297
25455.62377035971,55,6,0,licenciatura,1,1,19170.773942329797
17517.86594725235,47,6,0,prepa,0,1,14622.51465768744
22593.330819907536,76,3,0,secundaria,1,0,14786.662961440583
18958.855565058522,32,1,0,prepa,1,1,14183.976203393735
20775.967719941746,42,5,2,licenciatura,1,0,12522.310130377473
24761.256203495308,38,6,1,primaria,1,0,18001.270562961592
13454.23453413222,61,2,0,prepa,1,1,8710.219849953195
36739.09820548368,56,3,2,secundaria,0,1,20491.24453889795
11951.860948002384,58,6,1,secundaria,1,1,6257.007350991684
10286.491097698143,43,6,2,secundaria,1,1,7204.043223656431
29264.886988000544,35,3,1,secundaria,1,1,20376.84019990472
26333.301551703487,52,3,0,secundaria,1,1,20443.89283095209
24992.95853641724,31,4,3,prepa,1,1,18069.852549413343
25026.76407411424,53,6,1,prepa,1,0,18872.59500977774
19902.025817224683,26,5,1,primaria,1,0,13667.734401336747
12821.965028113347,30,2,0,posgrado,1,1,7297.908014480054
20606.43646554981,50,1,0,secundaria,1,1,11829.705602467138
14582.706307903107,48,1,0,prepa,1,1,9302.213136381662
27800.95786734201,32,5,3,secundaria,1,1,18782.55352851152
18823.540947982892,50,3,0,secundaria,1,0,12887.126364866099
13396.022425659907,21,3,2,prepa,0,0,11233.50106514871
17428.913266776053,58,3,2,prepa,1,1,15301.900053552272
23303.451634204994,34,6,2,licenciatura,1,1,20886.85986845667
15490.203577568202,76,3,1,licenciatura,1,1,11549.106279998265
13422.23683546855,30,3,0,prepa,1,1,5866.69160262343
21949.4976919353,53,6,1,primaria,0,0,12344.21227763188
21959.732568869782,58,6,1,prepa,1,0,13083.49241960999
15944.454597030963,23,5,1,prepa,0,0,9899.875795000833
16231.693555053418,30,4,2,secundaria,0,0,11818.798534110327
21856.39949886109,48,6,3,primaria,0,1,16351.24011372864
8415.325268021406,21,2,0,secundaria,0,1,6126.834013876654
8740.289804987558,35,3,0,secundaria,1,1,7029.504073526887
14252.446229980513,58,4,1,prepa,1,0,7927.737951176927
18292.422786305222,32,1,0,licenciatura,1,1,11694.25406118027
22487.260524784037,56,5,1,prepa,0,1,16715.645796191802
31802.849735596414,36,4,0,posgrado,1,1,27054.452910900513
26861.276985616154,40,6,1,secundaria,1,1,21003.646387294073
18720.49176029258,63,3,1,secundaria,1,1,12202.338396791109
19847.87033677849,79,3,0,prepa,1,0,9489.575708577931
11979.76508289753,38,3,0,licenciatura,1,0,6317.356429288935
19851.89491206088,26,4,1,prepa,1,1,15362.279439605356
17690.730888638893,57,3,0,prepa,1,1,11953.28550867001
22581.748482704716,27,6,3,licenciatura,1,0,14369.601988582526
13382.152451581416,32,4,3,prepa,1,1,7016.422312836303
24154.77211392938,56,3,1,licenciatura,1,0,13588.765344002753
32261.91130402062,21,1,0,licenciatura,0,1,20030.67296191869
19129.91881234514,60,1,0,primaria,1,0,12303.233241937383
23213.69377679153,30,2,0,licenciatura,1,0,15299.366763441016
25521.1519336889,43,3,0,secundaria,1,0,14102.904139523429
16790.23622491331,25,3,0,licenciatura,1,1,10986.496836941456
21792.739854483334,45,4,1,secundaria,1,1,16703.760713706262
20100.73920625436,26,4,2,prepa,1,1,15771.296402854083
20781.408788390654,76,7,1,licenciatura,1,1,15990.006918737501
13815.921729156267,58,3,0,primaria,1,1,4499.141888970744
20196.08139407154,38,2,0,licenciatura,0,1,13956.538642445417
23983.986329963598,25,3,0,secundaria,1,1,16180.810198572615
31609.148862360333,62,6,3,primaria,1,0,25033.010014539745
27674.166608681655,48,4,2,licenciatura,1,1,20255.102579408784
37225.459660092456,62,3,0,primaria,1,0,22175.803642588984
13861.219496895603,58,4,0,licenciatura,1,1,9956.789061002639
26978.565093765425,21,3,0,secundaria,0,1,18985.14341325738
21466.736045906815,38,5,2,licenciatura,0,1,17103.76247643433
37518.423465741376,23,4,0,licenciatura,1,0,24220.98969158785
13533.613717158787,77,2,1,prepa,0,1,5682.456291358633
13282.225262553791,25,5,1,licenciatura,0,1,12428.794414019929
15204.858836447824,68,6,1,primaria,1,1,10403.643377443437
3008.8342055215435,76,3,1,licenciatura,0,0,2919.408672433079
15793.959826553912,56,7,1,prepa,1,1,12390.016392029593
13926.938707570416,47,6,3,secundaria,1,1,7212.93944466376
21203.15029180966,49,4,0,prepa,0,1,17589.936421740043
22734.047806217277,26,5,1,prepa,1,0,17803.813390640447
35009.36671372709,28,6,0,licenciatura,1,1,30569.291849604448
27603.390705488404,44,2,0,secundaria,1,0,14586.205832183672
15384.770754700774,52,7,1,primaria,0,1,12982.30408006561
12812.682629213137,20,4,0,primaria,1,0,8906.852815720178
23935.353372052046,70,5,0,secundaria,1,0,14586.082378918645
9438.134343834863,25,6,0,secundaria,1,0,6354.3936703289855
34651.670126834826,37,5,0,prepa,1,1,26763.881734033563
29435.520965770294,29,5,0,prepa,1,1,21863.045851370924
16246.594783162362,47,6,2,licenciatura,1,0,12831.33993162298
6294.92376727298,30,1,0,licenciatura,0,0,5346.715551629223
30830.978993323304,52,3,2,secundaria,1,0,18261.25183960542
19083.681237979057,20,4,0,primaria,0,1,12807.865070085414
29902.530495787694,32,4,1,licenciatura,1,1,22767.3622805517
7244.5787296450635,56,7,0,licenciatura,1,1,7839.8964097201515
15204.999816369818,39,7,5,licenciatura,0,1,12912.86816261038
20041.949597745464,20,7,1,prepa,0,1,18420.33356826889
20375.844750117936,71,4,0,secundaria,1,1,13016.68362078538
16399.47622816605,22,5,1,prepa,1,1,12903.035657638591
24982.79945877999,37,7,2,licenciatura,1,0,20896.414711217316
11459.036564939244,60,6,3,secundaria,1,0,9489.086578028533
18860.964119829652,33,3,1,prepa,0,1,12013.713721470744
20962.36505369519,50,2,0,primaria,1,0,11998.66275387061
24115.51067246999,46,4,2,prepa,0,0,13704.695398453441
25692.91902471112,36,6,1,prepa,1,0,15082.025544023112
11002.863265297046,74,3,0,prepa,1,1,6887.667239726104
7727.086634115021,65,3,0,prepa,1,0,4224.041295647124
30221.41457518807,48,1,0,prepa,1,0,16590.170614718427
22658.512095836733,55,6,0,posgrado,1,0,15048.949888056344
14012.107707547571,56,4,1,prepa,1,1,11337.421300230862
32409.21580418018,45,7,2,licenciatura,0,1,27960.051769890146
20925.39707434287,72,5,2,secundaria,0,0,13157.581292175102
29434.377472510612,36,7,1,prepa,1,0,20983.885931420544
20540.14785128087,41,3,0,primaria,1,0,11370.612796264884
36485.9833990559,44,3,0,primaria,0,0,21038.620688859624
34042.72673954564,21,2,1,secundaria,1,1,24587.55372420402
18008.28681216741,74,7,0,prepa,1,1,11985.276952173801
27772.567607634843,41,1,0,prepa,0,0,14230.004529060834
25163.00759668118,24,3,1,licenciatura,1,1,18909.532144966637
30949.05246025879,23,3,1,licenciatura,0,1,23304.233259060504
12280.612315359165,55,5,0,secundaria,1,0,5703.163155429136
25488.411679987516,25,5,1,licenciatura,1,1,19154.855978915984
28467.395894796704,71,2,0,prepa,1,1,13920.992317847513
5930.084108615085,40,6,3,licenciatura,1,1,7552.954373826993
10533.9318986738,32,2,0,prepa,1,0,4283.042415127382
3686.142577919196,73,2,0,primaria,1,0,3064.7612533981955
17844.74532444354,56,5,2,prepa,1,0,15216.650044660846
25740.3380463677,74,7,3,prepa,1,0,21830.635683789198
32018.856416768227,44,7,4,posgrado,1,1,24569.638861781128
20592.758243358203,45,7,2,secundaria,1,1,18926.880749674514
33028.92436457034,74,6,3,prepa,1,1,27404.67687690281
8959.188334280869,58,5,2,prepa,0,1,8398.849410773048
6372.940485158762,39,1,0,secundaria,1,1,50.0
19555.61840882705,52,4,0,licenciatura,1,1,13550.048769877361
23072.52359151446,33,4,0,licenciatura,0,1,13454.207987283527
19738.442015247256,75,1,0,licenciatura,0,1,10975.760932657082
3460.4631996809876,55,7,0,primaria,0,1,4207.14406671868
19287.039683897692,36,4,1,secundaria,1,1,17961.122836426082
9564.243995961175,40,6,3,primaria,0,1,8685.720156045161
25357.380390640308,65,5,4,secundaria,1,1,19562.47349915528
22932.785968774784,35,4,1,prepa,1,1,16042.677355372165
12480.961709381158,65,6,3,prepa,1,1,8722.905642980784
15889.064661306453,35,5,2,licenciatura,0,1,12949.937171441672
11526.291824888387,75,6,1,prepa,0,1,8318.034682650983
19498.567221814625,39,1,0,prepa,0,1,13018.91392413824
