order_id,customer_id,channel,region,product_category,units,unit_price,discount_rate,shipping_days,customer_age,income_monthly,return_flag,satisfaction,gross_revenue,net_revenue
53,10562,marketplace,Norte,Moda,5,10.164023167008335,0.3144116332851798,3.0,43,25041.22568884572,0,5,50.820115835041676,34.84168021160419
54,11899,marketplace,Centro,Hogar,3,30.43440881909314,0.106587242647736,6.0,29,21301.412192657375,0,5,91.30322645727942,81.57146730435619
55,13638,app,Norte,Alimentos,3,33.371026884486064,0.1604810716249295,2.0,43,18523.494242882673,0,3,100.11308065345818,84.04682618651822
56,11267,web,Sur,Electrónica,5,11.637041584828358,0.2838528945132994,5.0,32,12403.482668621979,0,5,58.18520792414179,41.66916823701598
57,12879,app,Norte,Hogar,3,21.49782944558774,0.3292254161945448,4.0,27,64598.36400535936,1,4,64.49348833676322,43.260592797254326
58,11528,web,Sur,Moda,5,24.683201868987325,0.10194780546951085,3.0,42,36420.68825108317,0,4,123.41600934493663,110.83401803241568
59,13202,web,Centro,Hogar,1,32.82659448656353,0.30882467774064215,3.0,38,65450.424475145606,0,4,32.82659448656353,22.68893202292781
60,13556,web,Centro,Hogar,2,39.28853620731083,0.24873213209136374,2.0,23,45482.53214250701,0,3,78.57707241462165,59.03242965943532
61,13890,app,Norte,Moda,2,18.26329839600509,0.14778418102296986,3.0,30,27135.02203733908,0,4,36.52659679201018,31.12854359954672
62,10646,store,Centro,Alimentos,3,27.405629699548566,0.11310956237848088,4.0,44,10736.794792914356,0,4,82.2168890986457,72.91737275257778
63,12068,store,Norte,Alimentos,5,33.63457363699516,0.16177574131164074,4.0,40,16317.374669318295,0,4,168.17286818497578,140.9665777658465
64,12888,store,Norte,Moda,3,22.198426810402303,0.19399198570745532,5.0,41,22208.640905293454,0,4,66.5952804312069,53.67632974161223
65,12214,app,Centro,Electrónica,6,19.45678274360288,0.12431973598873647,4.0,56,15833.145327326518,1,4,116.74069646161728,102.22752389836779
66,11297,web,Sur,Hogar,2,36.30366482842677,0.27307205747224117,3.0,47,9889.297117282082,0,3,72.60732965685354,52.780296759891264
67,12435,app,Centro,Salud,3,22.24809247666854,0.38043321387528817,3.0,35,16481.626229514048,0,4,66.74427743000561,41.35253745952472
68,10600,marketplace,Centro,Moda,3,12.700011197376364,0.061643640310188576,3.0,32,24179.519049200208,1,4,38.100033592129094,35.75140882556979
69,12363,web,Norte,Alimentos,6,52.20473925857966,0.0932476626497259,3.0,29,64502.27622300234,1,4,313.22843555147796,284.0206160608723
70,12061,store,Norte,Electrónica,2,13.497973845354664,0.1356196601509621,6.0,31,18578.943898152822,0,4,26.99594769070933,23.33476643944218
71,10241,app,Norte,Moda,4,23.289937532944336,0.09073859995250677,3.0,18,38578.47342891842,0,4,93.15975013177734,84.70656483289451
72,12041,app,Centro,Electrónica,2,29.28191112732802,0.2049428310851435,5.0,23,15721.41521935081,0,4,58.56382225465604,46.561586722619694
73,12824,store,Sur,Moda,1,31.51187744336776,0.19732030676340961,4.0,43,23779.427022014755,0,4,31.51187744336776,25.293944119551465
74,13417,app,Centro,Salud,2,,0.16855047178013421,2.0,53,26399.307371649647,0,5,,
75,12612,store,Norte,Salud,1,4.863852425860921,0.11543814693552683,2.0,37,64866.1965417101,0,4,4.863852425860921,4.30237831485167
76,12945,marketplace,Norte,Moda,2,16.670112920202925,0.13859398350084098,2.0,28,6194.068065780776,0,5,33.34022584040585,28.71947113036633
77,11363,app,Centro,Moda,4,28.874524225460753,0.07647593987093126,3.0,18,17218.466713440277,0,5,115.49809690184301,106.66527138797068
78,12139,web,Norte,Salud,3,23.10383764270101,0.4570923758667076,3.0,55,30816.402285142307,0,4,69.31151292810303,37.62974880888039
79,11390,app,Sur,Alimentos,2,32.50573271759686,0.16363801982681836,4.0,21,,0,5,65.01146543519371,54.37311796533897
80,13003,marketplace,Sur,Electrónica,4,43.026759776837245,0.2013510408272943,5.0,20,14081.33434524283,1,3,172.10703910734898,137.45310764938043
81,11478,web,Centro,Moda,4,32.4168405794737,0.39452724550742146,5.0,33,26339.187891257265,0,5,129.6673623178948,78.51005503040295
82,13499,app,Norte,Hogar,1,16.42888970774887,0.07082505824861449,2.0,36,27094.043564339416,0,4,16.42888970774887,15.265312637237493
83,12556,app,Norte,Moda,4,18.24376798209327,0.11826378669957,4.0,36,60437.76448108835,0,4,72.97507192837308,64.34476358745019
84,10775,store,Norte,Moda,3,60.17712044308476,0.07479137372778173,1.0,27,30171.297178294502,0,4,180.53136132925428,167.02917281449282
85,10034,web,Norte,Moda,2,22.231050148980962,0.31707525354672816,1.0,41,24884.711944886094,0,3,44.462100297961925,30.36426857276559
86,12253,store,Norte,Hogar,5,23.278390876017934,0.23356451666633338,,30,18268.832769420496,1,4,116.39195438008967,89.2069238114541
87,13152,marketplace,Centro,Electrónica,2,32.47374090507467,0.039202401755393905,3.0,31,37578.73445824239,0,5,64.94748181014934,62.401384535226725
88,11955,web,Centro,Moda,5,48.44707202482147,0.24181618063765825,6.0,33,23384.795740143283,0,4,242.23536012410736,183.65893052350802
89,11585,web,Norte,Alimentos,2,14.943922208382256,0.10457755542104874,3.0,29,19699.815312841445,0,3,29.887844416764512,26.76224671085464
90,13943,marketplace,Norte,Alimentos,6,18.674067038630533,0.29235036336519654,2.0,22,15692.487234271703,0,3,112.0444022317832,79.28818052628515
91,13459,web,,Hogar,3,10.153526024273543,0.2545405632519462,5.0,23,22850.257859538207,0,3,30.460578072820628,22.707125373184983
92,13073,store,Norte,Salud,3,20.84252682708851,0.1987502878097411,4.0,24,39504.75305060888,0,5,62.52758048126553,50.10020586456726
93,11021,app,Sur,Salud,3,33.52114221081376,0.2997013347200404,6.0,41,20288.55945335283,0,4,100.56342663244126,70.42443344667777
94,13461,web,Norte,Hogar,5,20.078864308286875,0.14582012065309308,2.0,40,27417.679280401313,0,3,100.39432154143438,85.754809461377
95,12613,store,Norte,Electrónica,3,,0.031467250314093295,3.0,33,19804.98387330728,0,5,,
96,11129,app,Norte,Alimentos,3,26.151614942899492,0.22439932177127414,2.0,34,29546.65030884373,0,5,78.45484482869847,60.849630859467986
97,13843,app,Sur,Alimentos,3,23.190758070099964,0.023766643352832906,2.0,49,28164.033813552942,0,4,69.5722742102999,67.9187747818982
98,13893,app,Centro,Salud,3,20.21298220313981,0.3281596718011865,4.0,42,17449.18999517004,0,4,60.63894660941943,40.73968979170267
99,11500,app,Norte,Salud,5,11.612466119425193,0.09992562762578742,2.0,53,42510.90652219173,0,4,58.062330597125964,52.26041577079219
100,10702,web,Centro,Moda,1,23.343468701017784,0.19384246894142707,2.0,30,12078.058943356464,0,5,23.343468701017784,18.81851309435557
101,12449,app,Centro,Moda,5,29.877707603382635,0.2562378399538419,2.0,23,50230.48983219845,0,4,149.38853801691317,111.10954172159695
102,12777,marketplace,Sur,Electrónica,2,22.990052772863677,0.15650096058921042,5.0,47,32242.45015459963,0,3,45.980105545727355,38.78417485982774
103,11579,web,Norte,Hogar,2,27.857780502428497,0.009550543439898102,3.0,36,37172.85861363467,0,5,55.715561004856994,55.183447119201816
104,10161,app,Sur,Moda,5,16.964587276106556,0.12901262664673074,4.0,27,10852.510678064498,0,5,84.82293638053278,73.87970655819171
105,10201,web,Sur,Moda,3,12.371586867116536,0.08396978349593814,4.0,41,26158.71833487066,0,4,37.11476060134961,33.99824218915071
106,11981,store,Sur,Moda,7,23.14052060469413,0.1626193259268075,5.0,28,62539.09957413341,0,4,161.98364423285892,135.6419731965436
107,10995,web,Centro,Alimentos,5,27.697268760484278,0.15897243795793445,1.0,44,24836.563805216476,0,5,138.4863438024214,116.47083210426979
108,12317,marketplace,Centro,Hogar,4,22.358798908354892,0.13184887841936707,4.0,41,28902.20655877192,0,3,89.43519563341957,77.64326539793652
109,13934,app,Norte,Moda,3,27.438128084757984,0.16804092198565318,3.0,34,14338.646558848219,0,4,82.31438425427396,68.48219923150444
110,10815,web,Centro,Electrónica,4,37.60561480380886,0.23858009605993305,2.0,18,12191.678216974986,0,5,150.42245921523545,114.53465444609321
111,13342,web,Centro,Moda,4,37.52692694235016,0.169445241510163,1.0,26,,0,5,150.10770776940063,124.67267097387756
112,10455,web,Centro,Alimentos,5,39.31296060312061,0.1306241514588121,4.0,53,18528.304036177407,0,4,196.56480301560305,170.88869241502135
113,13533,app,Norte,Alimentos,3,42.645822218255866,0.37911979053524303,1.0,55,19839.36603683587,0,5,127.9374666547676,79.43384109500246
114,13798,web,Centro,Salud,3,32.246034277845546,0.08422623580136152,5.0,65,27854.643239632293,0,2,96.73810283353663,88.59021657330283
115,11275,store,Sur,Hogar,2,29.84386246889603,0.5253419850621519,7.0,40,39241.96633206956,0,4,59.68772493779206,28.331257035128672
116,11016,app,Norte,Moda,3,71.42363158493559,0.13896933197383649,3.0,24,35923.384426493365,0,4,214.27089475480676,184.49381164929503
117,13773,web,Sur,Hogar,6,37.750205024673214,0.35150647160166576,4.0,51,28418.930616759186,0,4,226.50123014803927,146.88458192526514
118,12343,app,Centro,Moda,5,15.412180697883018,0.18380226755187623,3.0,33,43823.22614219917,0,5,77.0609034894151,62.89693468846431
119,13796,store,Sur,Salud,2,8.805039506357952,0.04561012806103153,2.0,28,47770.00909492941,0,4,17.610079012715904,16.806881053781048
120,12767,web,Norte,Alimentos,2,21.485238743272372,0.3131350062504739,2.0,40,25024.633368665432,0,4,42.970477486544745,29.51491675020971
121,13820,web,Norte,Salud,1,34.59150440770313,0.13178560115732282,2.0,57,67344.06954200321,0,4,34.59150440770313,30.032842204397788
122,10337,web,Sur,Hogar,2,41.57182104836736,0.4278770963761392,4.0,35,14794.551648453928,0,4,83.14364209673472,47.56838193424694
123,10878,store,Norte,Salud,3,12.332514390708006,0.3797801863759991,3.0,36,11577.777289294705,1,4,36.99754317212402,22.946609330760687
124,11076,app,Sur,Electrónica,1,36.641521554738766,0.19844899865753574,5.0,19,57576.393202227606,0,4,36.641521554738766,29.370048292912347
125,10791,app,Centro,Salud,3,45.790530447764404,0.06865511087954591,5.0,37,18305.603725970952,0,4,137.3715913432932,127.94032950791974
126,13993,store,Centro,Hogar,5,34.28833787970761,0.19058584118144747,3.0,43,6186.558866914363,0,3,171.44168939853807,138.76733081094923
127,12264,store,Norte,Hogar,4,30.834957510800013,0.06756666791024714,4.0,35,22488.451621796907,0,3,123.33983004320005,115.00616870656484
128,10763,app,Centro,Moda,4,22.80441517315937,0.1846980694967337,4.0,36,52879.27219413867,0,5,91.21766069263748,74.36993485869925
129,12235,store,Norte,Salud,7,19.04870013265835,0.466334577997898,4.0,38,22717.492320085657,1,3,133.34090092860845,71.1594281642063
130,10379,web,Norte,Electrónica,3,37.790225175504226,0.07815929798931583,3.0,24,,0,4,113.37067552651268,104.50970311478594
131,10492,web,Norte,Hogar,7,33.81284711249198,0.13053969478449545,5.0,18,22941.805421759207,0,3,236.68992978744387,205.7924985944273
132,13112,web,Norte,Salud,2,20.49282089055132,0.358463168818203,1.0,35,24291.240146664964,1,5,40.98564178110264,26.293798752200853
133,11180,web,Sur,Hogar,5,99.3012830355175,0.17050410426848403,5.0,34,22362.854277185987,0,4,496.5064151775875,411.85003359417686
134,12062,app,Sur,Hogar,1,10.69322753405796,0.16545168896835552,6.0,42,18114.875128041953,0,5,10.69322753405796,8.924014978025149
135,13884,marketplace,Norte,Moda,3,21.59210656203024,0.1554608537194829,1.0,62,18593.50403406509,0,5,64.77631968609072,54.706137726884904
136,10064,web,Centro,Hogar,6,16.050364049106893,0.11084772279630616,6.0,50,40145.00985988536,0,3,96.30218429464136,85.62730646527017
137,13928,web,Norte,Salud,2,242.43612567792053,0.18734692445531584,3.0,18,19556.570303312594,0,4,484.87225135584106,394.03292631059935
138,13910,app,Centro,Alimentos,5,8.398641772116683,0.11185069279116547,3.0,64,29400.810956916463,0,5,41.993208860583415,37.29623935700305
139,12568,marketplace,Sur,Moda,1,49.30849852708178,0.05719196951086003,5.0,43,29343.16122140571,0,4,49.30849852708178,46.488448382694635
140,11367,web,Sur,Salud,4,42.64873802032249,0.23830527168522875,6.0,33,19169.02278377573,0,4,170.59495208128996,129.9412756774296
141,11152,app,Norte,Moda,5,28.418630698146245,0.21163565758551814,3.0,52,17786.299937961696,0,4,142.09315349073123,112.02117551332036
142,12027,web,Centro,Electrónica,2,20.683201442849445,0.17242493169679213,,18,27958.40291263214,0,2,41.36640288569889,34.233803693590275
143,12695,web,Norte,Hogar,2,36.3782263262004,0.16063231772500575,4.0,30,10842.58757230714,0,5,72.7564526524008,61.06941503339601
144,11495,marketplace,Sur,Moda,3,29.393939664741424,0.19142481495210428,6.0,38,80549.46378177285,0,4,88.18181899422427,71.30163061111493
145,13134,marketplace,Norte,Electrónica,3,41.41359050094281,0.3049352152290508,3.0,37,19633.85404267057,0,3,124.24077150282844,86.35538510439014
146,11162,web,Centro,Salud,3,22.93469782201525,0.04253012537330151,,53,21701.88303271864,0,5,68.80409346604574,65.87784674473846
147,11522,marketplace,Centro,Alimentos,4,22.20215128036329,0.04742141669778372,2.0,49,40340.7316631487,0,4,88.80860512145316,84.5971752516398
148,12640,app,Centro,Hogar,2,44.37852049426353,0.4867140663921256,5.0,44,24504.406636755648,1,3,88.75704098852707,45.55774064806848
149,10391,store,Norte,Moda,2,34.761627199347295,0.4959223991193151,2.0,33,21382.725759493555,0,3,69.52325439869459,35.04511528271149
150,11698,app,Sur,Alimentos,2,22.293447173689692,0.1774978810584541,4.0,47,12893.420850831215,0,4,44.586894347379385,36.67281507774238
151,10418,app,Norte,Salud,3,30.033427350524246,0.25595006830854977,3.0,29,28454.123942709746,0,4,90.10028205157273,67.03910870585308
152,12336,app,Centro,Salud,3,27.15735174383642,0.15462884648694974,4.0,44,19915.218972050337,0,3,81.47205523150926,68.87412531013992
153,10378,app,Norte,Moda,3,31.720464203031725,0.3323627860263766,3.0,28,84519.27057121044,0,4,95.16139260909517,63.53328703938646
154,11796,web,Norte,Alimentos,1,49.31350101825124,0.07387732637569758,4.0,39,24030.47719150906,0,5,49.31350101825124,45.6703514087976
155,13561,web,Centro,Moda,4,20.238187260344493,0.18957779616193565,2.0,20,7732.483390151565,0,5,80.95274904137797,65.60590528486328
156,12278,web,Norte,Moda,6,17.21009082147994,0.1400483121245239,1.0,47,45369.454364286976,0,5,103.26054492887965,88.79907990253149
157,13065,store,Norte,Electrónica,4,28.519428560789585,0.013940757401913724,5.0,31,15521.559992892626,0,4,114.07771424315834,112.48738450392963
158,12088,web,Norte,Electrónica,6,18.263333850960414,0.051820980040742606,1.0,21,28522.366797328617,0,5,109.58000310576249,103.90145995195425
159,13099,app,Norte,Moda,4,14.864786073364511,0.1474340809278815,1.0,25,58260.75819239067,0,4,59.459144293458046,50.69284000179377
160,12182,marketplace,Centro,Hogar,2,42.37052964455899,0.14240850413108957,3.0,33,22700.85535159797,0,5,84.74105928911798,72.67321179727071
161,10200,web,Sur,Electrónica,3,20.94786226110951,0.19375761221005286,4.0,26,24038.314444750984,0,5,62.84358678332853,50.66716346547556
162,11863,app,Norte,Alimentos,2,8.780781714982,0.29828494299821484,2.0,44,44983.94005960911,1,5,17.561563429964,12.323213483297653
163,10779,app,Norte,Electrónica,3,39.09828648947965,0.09913147535087942,3.0,33,58927.64706986706,0,3,117.29485946843894,105.66724699825852
164,12977,store,Norte,Moda,2,19.279004844644344,0.13230014082092612,1.0,46,24946.09031438406,0,4,38.55800968928869,33.45677957762116
165,13104,web,Norte,Moda,5,33.71044596959688,0.23390575952878873,4.0,33,81832.89013008711,0,4,168.55222984798442,129.12689250512065
166,13119,app,Centro,Salud,4,44.51796060483362,0.11648212034428246,2.0,44,10340.139117257759,1,4,178.07184241933447,157.32965664071745
167,10502,store,Centro,Moda,4,27.229639522685364,0.20937225425361378,4.0,36,16375.49420737497,0,3,108.91855809074146,86.11403405322973
168,12454,marketplace,Norte,Electrónica,6,8.008362548656374,0.12427657096622559,3.0,33,20688.717018734253,0,3,48.050175291938245,42.0786642723301
169,13645,app,Norte,Moda,4,8.33098279553336,0.3688317148754205,4.0,25,48101.84783670623,0,4,33.32393118213344,21.033008497836665
170,11751,app,Norte,Alimentos,5,16.948434976829585,0.2854043635445938,3.0,37,30538.883452508253,0,5,84.74217488414793,60.55638839595303
171,10804,app,Sur,Salud,1,23.777241176187335,0.2769257421655294,3.0,44,18559.40227585826,0,4,23.777241176187335,17.192711016822873
172,12146,store,Sur,Moda,6,47.469047788707535,0.05651825128402731,4.0,28,14482.942400352493,0,3,284.8142867322452,268.7170813054312
173,12731,app,Norte,Hogar,3,28.795914050353954,0.10463039786056962,2.0,36,11831.821641923945,1,3,86.38774215106186,77.34895831951995
174,11895,web,Norte,Salud,1,103.492623168867,0.34196564947997593,1.0,30,35735.77253271891,0,4,103.492623168867,68.101701070539
175,12773,marketplace,Sur,Hogar,3,10.801827084247902,0.2134877524917839,5.0,57,21716.484136808802,0,4,32.405481252743705,25.487307891680814
176,11570,app,Sur,Moda,5,26.224930574982043,0.2302116406527627,4.0,39,46999.952081328236,0,4,131.12465287491023,100.93823140655314
177,10960,app,Norte,Moda,2,19.201550140867212,0.07193183801511195,3.0,37,12228.814755582733,0,4,38.403100281734424,35.64069469299061
178,13810,web,Norte,Electrónica,5,27.91183794014005,0.039575351889985594,3.0,31,34028.43360609802,0,4,139.55918970070024,134.0360856588138
179,12660,app,Norte,Hogar,3,64.29108338719307,0.5048603724928938,1.0,46,26282.36365182535,0,4,192.87325016157922,95.49918924108924
180,11485,app,Centro,Hogar,2,66.5665809679852,0.14667098447158206,2.0,36,19197.724283758325,0,5,133.1331619359704,113.60639000900706
181,12690,app,Norte,Alimentos,3,25.278473989393497,0.427715554764948,2.0,35,19979.446130008895,0,4,75.8354219681805,43.399432390226245
182,13840,web,Norte,Salud,3,39.40263288221099,0.36289685045504877,1.0,35,28470.24698272069,0,5,118.20789864663297,75.31062452886025
183,11028,app,Centro,Hogar,3,27.620341174670536,0.1954858255292509,5.0,24,26440.866749165314,0,4,82.86102352401161,66.66286793622153
184,13289,marketplace,Norte,Alimentos,5,13.57986733814028,0.053831809496274204,4.0,52,16474.983764643708,0,3,67.8993366907014,64.24419253304418
185,10502,web,Centro,Electrónica,5,24.726516769600497,0.11860044671645516,5.0,46,35724.19686049286,0,3,123.63258384800248,108.96970417491978
186,12814,marketplace,Norte,Moda,2,18.581934058258135,0.2847164732087681,,36,52197.21879381507,1,4,37.16386811651627,26.582702655585972
187,10397,app,Norte,Electrónica,1,23.700041910821724,0.1204567454321509,3.0,35,23525.800645194275,0,5,23.700041910821724,20.845211995638564
188,10870,store,Centro,Salud,3,15.35363438458929,0.3848387537637712,2.0,26,37046.13654980153,0,4,46.06090315376787,28.334882586838084
189,12842,store,Norte,Alimentos,4,26.71782271884952,0.05476058291779711,4.0,20,24644.984687878103,0,4,106.87129087539807,101.01895668988382
190,10392,app,Sur,Alimentos,2,29.02355202395448,0.4050923940904313,6.0,26,101279.4950698494,0,4,58.04710404790896,34.53266369912515
191,10206,store,Centro,Alimentos,3,36.13779253132088,0.14942205971994718,3.0,49,27109.390704426463,1,4,108.41337759396265,92.21402741267639
192,11038,store,Norte,Moda,2,29.090828986490596,0.21588953788502147,3.0,32,,0,3,58.18165797298119,45.62084671980991
193,11881,app,Centro,Salud,3,60.282079279795646,0.2766896757382421,3.0,48,51123.28298429756,0,3,180.84623783938693,130.80795093312594
194,13625,web,Norte,Alimentos,2,81.91739340893506,0.2024366904339151,2.0,36,18911.658041622995,0,3,163.8347868178701,130.66861479651448
195,12939,app,Sur,Salud,3,19.638806708581985,0.07027615297033465,3.0,26,39667.90363892458,0,5,58.91642012574596,54.77600077252453
196,11484,store,Norte,Moda,5,41.826800057181266,0.2862215353194422,2.0,28,43230.59342251052,0,4,209.13400028590632,149.27534563657755
197,13762,store,Centro,Electrónica,5,78.49462081961748,0.31495745119906704,4.0,39,34078.625171086715,0,5,392.4731040980874,268.86077556716765
198,13646,store,Norte,Moda,4,42.430500843474185,0.22489228487244506,3.0,18,40935.90814759284,0,4,169.72200337389674,131.55283424201227
199,10863,app,Norte,Electrónica,2,36.398512981794994,0.05462150832366069,3.0,28,18836.125956413507,0,5,72.79702596358999,68.82074260398201
200,12790,store,Sur,Moda,3,9.006789700035942,0.1870591749884712,2.0,31,87641.59931172841,0,3,27.020369100107825,21.965961148357678
201,13312,web,Sur,Moda,1,18.048421640985623,0.14238326003698762,5.0,45,7192.998076518583,0,4,18.048421640985623,15.478628529219971
202,10563,app,Norte,Moda,3,19.5571867488112,0.06217473255594284,4.0,39,16938.34564245927,0,5,58.6715602464336,55.023671679471704
