Customer_ID,Age,Gender,Income,City_Type,Online_Purchases,Store_Purchases,Avg_Ticket,Total_Spending,Membership_Years,Returns_Rate,Satisfaction_Score
77,39.044564818858056,nan,13059.031693481436,Urban,5,9,986.3522515512185,15176.630743644952,2.1451717236261576,1.3776301435912373,4.0
78,34.41191179440959,Female,21739.140041086794,Urban,6,6,417.9515761072183,4484.914460105061,5.0287582210489585,19.877075652267344,5.0
79,39.101129318426025,Female,16118.851593997675,Urban,5,9,1054.028019164383,16207.0366509349,8.023797129962098,23.78374061544428,8.0
80,14.149173024789285,Female,31999.97562466498,Urban,5,10,516.1479456968877,7607.290479190245,1.1958452391939256,7.091182034213108,7.0
81,35.36393734594986,Female,22376.03459889888,Urban,4,9,297.13018890276857,1880.1076901399933,1.5517833848057971,17.861970792586966,5.0
82,42.28535085814096,Female,31102.29339858708,Urban,6,12,703.2930344113487,7713.395243358612,0.7456523662382519,18.182017772457908,5.0
83,55.73472853689819,Female,37943.56537375759,Urban,4,15,991.3730870566042,17716.11036260634,2.232624777008312,11.974542806677466,6.0
84,31.78075738071623,Male,,Urban,8,11,788.4958580059205,15080.722677872007,2.898219403746634,14.790296482611199,9.0
85,28.29807676528175,Male,25249.439012925624,Suburban,3,8,2885.031119179518,33244.300236872834,0.08413833770268409,10.860107131728016,4.0
86,31.978915476985563,Male,13371.674037460989,Urban,8,5,250.38916601818224,470.45364070448613,3.749788563699518,25.156761851649506,7.0
87,48.98482541242489,Female,21995.803071547976,Urban,5,7,1338.6819123821626,14475.545066393395,1.4422635402680097,4.377682683810969,5.0
88,41.94501331591621,Female,16872.743680723775,Suburban,4,6,1177.4106402529947,9196.511938456939,1.7336440865413474,30.72527899419158,5.0
89,31.642877554795533,Female,18545.232402281414,Suburban,4,8,458.09485259141877,2212.088377957608,0.4619133335514899,120.0,4.0
90,44.15920919736027,Male,18264.835348990793,Urban,9,8,993.7480215189939,19017.29986250839,0.020707816733816452,52.93752504415819,7.0
91,39.16493059217648,Male,13494.496472574738,Urban,11,9,941.0113363621555,19080.37881787965,6.081598064895227,12.897715239960444,4.0
92,49.623739886394674,Male,8277.785048993997,Urban,6,8,835.4375670003593,15246.89112214329,5.273331567042989,10.269903355909923,9.0
93,29.57536287347177,Male,15771.006093104295,Urban,9,8,1867.3537989914846,30218.47945191301,2.9774532711031956,14.795029469847687,7.0
94,34.06805424082678,nan,24262.56061956352,Urban,2,5,154.05173067413875,2448.4679307102087,1.2833776565649178,34.625687303610256,4.0
95,33.29470216241411,Female,11225.143284400338,Suburban,7,7,445.97909616273535,3509.0111259375694,0.764340122933448,25.247721553777662,4.0
96,20.437820622414577,Male,22199.856818796514,Urban,3,8,1118.3152032894136,14425.3760364347,0.3393906663725478,12.583383057342637,4.0
97,41.55344332477491,Female,56961.68980439066,Urban,5,10,2554.889068356017,36126.52059902892,0.16876510712747628,7.375824928230131,6.0
98,41.13266326615867,Male,36736.580357960855,Urban,5,11,979.2411545383436,14638.428992056746,1.2224158963648215,7.049096577168741,4.0
99,38.06136147970953,Female,50099.72282188087,Urban,9,3,1508.183127238472,17826.047812630313,3.142813029640521,9.703314012159355,9.0
100,35.18495439949824,Male,26784.106203515625,Urban,8,7,1995.2566674415532,31069.916302863545,2.5886865268539347,7.231784330540217,9.0
101,21.01555109539503,Male,39488.11073351697,Urban,5,16,997.3557108607042,22355.597067878887,2.8206330956571555,14.22740719315836,9.0
102,32.95225612681569,Male,15336.91021923354,Urban,8,7,386.0896042736988,7016.592716006799,0.25260127913001085,14.385474426309347,5.0
103,,Male,15959.824368910287,Urban,6,8,461.9915001865514,7588.548686332636,3.971889217711546,27.0005188216983,6.0
104,28.372672769340575,Male,5599.4849368529885,Urban,8,16,867.8836136307071,22021.839045841687,3.258999313133505,9.10258046450859,9.0
105,36.06457146000789,Female,39857.77361229889,Urban,4,8,201.88695732337237,1994.1744199315212,0.19762796719136005,22.960729767719204,4.0
106,42.84861028177446,nan,47579.72432480006,Suburban,5,9,914.4446345175477,14038.527141944858,0.881768476540985,18.052868370195544,7.0
107,60.63423081452636,Female,16704.13173902085,Urban,9,8,568.0294831129012,8767.445934979125,0.9407248374391267,4.50210707177427,8.0
108,40.09493375398207,Male,19399.91855412025,Rural,8,10,3519.4383636811044,62718.9602097127,2.6568932972625414,21.600834785068656,6.0
109,41.090604688673174,Female,15109.3485900256,Urban,3,9,1122.0328712130447,12931.642752686654,3.939143375878951,28.254909622332818,9.0
110,37.106649010805995,Male,26670.85768265769,Urban,3,12,1025.7944573833681,13685.784430611544,0.9423306493114345,11.424314393259667,7.0
111,14.974745416411501,Male,38656.34757146394,Urban,7,7,935.3465382007932,14300.802251480358,0.2804535344021552,17.782192739232322,9.0
112,37.6818334946094,Female,9215.24091048449,Urban,9,10,402.3342064739548,9128.861202084392,0.17233986279468672,17.46004362737373,9.0
113,38.72276251929232,Female,27030.44940588451,Suburban,5,9,136.63971491888125,2233.894529278379,2.0368799218137816,5.608798173251079,6.0
114,67.55890534982343,Male,19180.7819021208,Suburban,7,7,408.2430195057654,2918.343303179232,1.3782232496411713,55.78698142932177,7.0
115,35.69166842262653,Male,23311.386145969518,Urban,9,7,1786.3370960959498,30701.089052294712,4.64655933475544,2.828636059108977,9.0
116,41.61856810800335,Female,27708.569175121254,Urban,7,8,622.1705982194005,8448.081880356509,6.137815305498725,23.36783603231162,5.0
117,37.58345876353708,Male,20048.282748515612,Urban,5,2,1045.8250970610993,8391.716962961023,4.566694258022184,10.375678286544844,7.0
118,23.975863548565616,Male,20914.67978168764,Suburban,7,9,1593.4307677656363,26545.241029504054,0.15729346642139228,150.0,5.0
119,51.71387377418024,Female,19792.580341425633,Urban,7,6,1202.0476152693116,18396.870787020634,0.6688872900765382,9.229541072552234,7.0
120,47.02319639224129,Male,35780.491757667914,Urban,5,6,1822.0714896362715,20270.42005527506,0.54573776746214,64.63191110173914,9.0
121,47.49238336451656,Male,27156.72465781243,Urban,5,11,369.6041890448137,6280.741268159312,0.14226856052892245,20.168499256876323,
122,27.087350542463135,Male,,Urban,6,5,1238.9127685311312,17087.54727156265,5.0087304270495725,39.33875106518146,8.0
123,54.833531731233194,Female,11667.052695641241,Suburban,10,8,232.27854403598104,3001.8419729782686,4.50351890940852,5.647164780637297,6.0
124,21.177787246492628,Female,18227.926650851463,Urban,6,6,563.3172643416794,9371.708714284927,0.991109510564858,22.551513015188725,9.0
125,45.04228512560324,Female,34521.395843461396,Urban,7,12,1744.933647158595,34285.31730065351,6.37426795395431,11.101469844013383,5.0
126,64.28546750971975,Female,22445.564169929658,Urban,10,7,320.2631101415183,8010.865810716716,1.6572266192675893,17.33661824325532,7.0
127,26.113564098431738,Female,30630.935300341716,Urban,4,5,1469.275935502452,10184.850061182064,1.138434137279173,18.593809223332684,9.0
128,31.204427244766737,Male,53276.781716113124,Urban,11,8,591.8416795835823,9651.295780996103,1.5954605362165875,23.745028717749594,7.0
129,39.19581638105169,Male,37023.311530719075,Urban,8,8,2395.8212932586057,36446.09193261635,1.0965550964284818,21.031745051881646,7.0
130,31.958292150605608,Female,23076.71013959171,Suburban,7,6,493.2519122952814,4025.649953393466,0.6903038276318414,31.238976171871858,8.0
131,19.392038827206406,Female,17060.2319127676,Urban,6,12,670.6330243688316,13954.2480338081,0.39959183899953865,6.616840067911436,9.0
132,38.82275569767233,Female,6143.962688489365,Urban,6,5,286.49271573092915,3092.9527266485743,1.2346891134863578,12.965706325796445,6.0
133,25.25235543528674,Female,20247.923797577238,Urban,10,8,1492.0592652864605,23655.177629492464,1.513353493486173,12.04490518208812,6.0
134,43.68310916762218,Male,18713.37433136879,Urban,8,9,3996.5689578046604,64538.5124020685,3.4476975405215784,120.0,9.0
135,26.96690918919436,Male,26773.907652666563,Suburban,8,7,4116.053812225399,61597.71099256315,1.2825464814969831,29.968260754428954,7.0
136,,Male,20395.047617506145,Urban,6,10,866.5961328917726,14274.393519450361,3.5370044774971605,35.03936326458041,7.0
137,28.600960491965154,Male,18766.10263963424,Urban,3,7,1066.4445119887064,7394.96917392593,6.186787273213514,14.14361713847844,7.0
138,34.13526180553189,Male,9048.013725377932,Urban,6,12,467.2709094053555,7022.158559248686,2.5565853607634983,30.03340065111097,6.0
139,47.76220660843604,Female,13766.812527254446,Urban,5,5,827.6403607061275,13142.134564144173,0.2550179246375787,11.32897900691136,8.0
140,23.229628202792536,Female,27954.277846122415,Urban,8,10,817.3207628684836,15316.445771950031,1.23706414568111,20.31848729282755,9.0
141,40.72951921524955,Male,51945.6789287926,Suburban,4,4,611.666651656924,2988.175173414369,3.8857656901388062,17.793558711032215,7.0
142,53.685713051389136,nan,20978.16278163866,Urban,4,10,1864.169934368519,27007.936241634325,1.3531387309776126,13.438374911322256,7.0
143,18.71020118526527,Female,,Urban,7,6,528.5018183577948,6488.113439522096,3.329137003473915,5.910583834974056,8.0
144,40.21560630238765,Male,35462.78367841362,Urban,4,10,1781.7480837234998,23662.310462231653,2.9912778096912254,29.819451924557395,9.0
145,102.0,Female,14684.576905798247,Urban,6,6,655.6042499158461,6491.907392701299,0.3483372323396527,4.120887563302976,9.0
146,47.381874461327726,Female,26460.465276036743,Urban,4,7,684.0670434758422,5709.332015739791,0.7994282114322427,5.794181980745312,8.0
147,23.156591469463017,Female,15210.708218128391,Suburban,9,7,530.1467393635736,9112.795010055825,2.8870929109276267,19.82706341716176,7.0
148,22.154520642988686,Female,33942.127441394194,Urban,4,8,835.0882872557518,9978.604195925012,0.346750460661554,12.483799039988282,9.0
149,44.263298787402775,Female,23758.63979079902,Urban,8,8,364.0395612652764,4658.642205963439,1.0990972384423123,7.068978263424381,5.0
150,41.56381607879823,Male,25571.299978743664,Urban,6,7,619.7924650618133,9462.010661244694,0.2955072698897375,12.50793088623883,8.0
151,41.00591420415052,Male,14893.806007212977,Suburban,7,11,354.0853994630583,6968.808993876605,0.5376004873311926,19.36466690983622,8.0
152,42.15737851396371,Male,31367.141652560644,Urban,5,7,182.7166247260823,160.359905994389,0.672683396250528,1.2647738365150585,
153,29.83970334105811,Female,62464.67404283789,Suburban,7,10,445.0400338578772,7076.582836542899,1.5111740897844521,7.32302056332311,4.0
154,40.78704436593204,Male,,Urban,8,9,810.1105659336149,14385.951403709922,4.858670293061248,24.009158306920483,7.0
155,41.516869679584175,Male,18585.19353488089,Suburban,11,15,2001.1772889224173,53235.309941795924,0.9740805380663434,26.231213513119165,4.0
156,29.427782983683585,Female,24730.775954714438,Urban,8,12,740.793420574978,12821.196066451412,3.793781991602216,4.053243612874078,4.0
157,60.38929413373708,Female,32637.039585725786,Urban,7,5,319.9991960537586,1869.6299558167113,2.3760524662271867,7.374847176029899,7.0
158,43.68599505094145,Female,16651.021707758828,Urban,5,7,282.41314173608293,2043.7331215982003,3.0323841973893524,31.85014668603014,
159,23.704358033568216,Male,5342.691626812573,Urban,7,7,876.4570824789278,14292.643057102536,2.8727032721323575,12.24590148504668,8.0
160,45.878643303605955,Male,43459.9345176327,Urban,3,7,681.7172477252753,5708.813673925691,0.7194105446621869,22.941813412110825,
161,26.303819957272143,Male,32217.113315949795,Urban,3,7,1676.2787589913628,14371.14345118811,0.5390307787362028,2.120167090241648,6.0
162,47.44501524490943,Male,9214.432047778188,Urban,4,6,2603.515515848889,27917.057652351818,7.595892491355644,16.74642868997227,7.0
163,51.903146948088846,Male,16255.971612692396,Urban,10,8,965.6280941162298,14660.677696199837,2.6775047459153747,3.9544380116828233,5.0
164,28.151812179779476,Female,48247.11029736852,Suburban,5,7,2317.2447823108305,26938.231585372905,0.9107133332696492,13.841495362376335,9.0
165,49.56051355093186,Female,45428.64849920459,Urban,8,10,498.46416995409203,5973.664988335304,1.616587846275876,6.53382618093786,
166,42.95337112323798,Male,35218.26120649139,Suburban,9,10,13064.478932736565,248812.50810395126,2.9910752153212625,25.92108968469573,9.0
167,47.86472191993388,Female,20169.841707909574,Urban,7,6,759.4413721198046,9545.340597143037,0.11476720028241309,3.7124213239545574,8.0
168,60.76151579184737,Female,22959.65236464619,Urban,4,7,1295.7992418925728,14861.429888496255,0.20857222237968054,8.943047143654285,9.0
169,35.05534260796556,Male,20630.732199990245,Urban,7,12,200.14642643177064,2257.039466633044,0.05079864587739061,38.46123891232513,9.0
170,28.955166027710124,Female,38720.323322793956,Urban,4,6,700.164362219202,10092.144826126982,0.358413494211752,1.286642079031126,8.0
171,,Male,14215.366363187364,Rural,8,8,496.2459044693127,7304.602569247978,0.25420004116583295,24.601473798821992,7.0
172,28.210276580414742,Male,14722.028265372724,Urban,7,8,1133.1753736520486,18352.463897835496,1.243711688928449,7.637059632574441,9.0
173,37.07477948703075,Female,36502.546104230256,Suburban,3,4,1565.0202683910127,10569.059056142494,0.6771073411972612,36.465292386635426,5.0
174,42.09382369779973,Male,21543.2812557355,Suburban,2,10,72.3005073808779,-10.525528839782169,0.09332292150157522,,5.0
175,41.320289591960226,Female,43880.8672238295,Urban,3,11,1658.1206285202243,23597.361623578887,1.1936525457434124,13.65610047993346,9.0
176,47.92619898843229,Male,15744.460947262953,Suburban,6,4,544.4241161614535,9545.324338386017,1.7282352528421152,,4.0
177,38.156022702534884,Female,21431.36580663022,Urban,5,5,909.3162504636402,9442.11393168885,0.9248020587230692,20.78833970933885,4.0
178,55.442408925887804,Male,13888.18152676091,Rural,6,1,1639.257579850387,10244.801601634848,0.6031537212655596,2.4534628161798167,9.0
179,34.82411800114453,Male,22107.702157694115,Urban,9,9,685.109655185051,14178.002073147381,0.9900869398806279,21.772953313740995,6.0
180,70.64202999907542,Male,10516.771331150656,Urban,5,10,1152.277457326357,13454.942495166992,1.4675142698324692,120.0,9.0
181,45.50800817318007,Female,17260.62697890421,Suburban,7,13,782.7036782489249,20755.902873893858,1.1455004550825958,29.37879892727524,8.0
182,27.71410932300461,Female,10741.532701696191,Urban,4,8,255.0061413081573,4055.927734040117,0.19583327783708135,22.619419165258368,8.0
183,25.14929002326665,Female,31162.216072395848,Urban,5,6,2807.9985644007584,29054.885690518408,1.220696243551613,12.002434441839014,8.0
184,43.78966898291822,Female,31517.387916858974,Urban,9,11,453.7948632061825,7536.755910745249,2.548313080888527,22.773402474082513,6.0
185,35.31844657608979,Female,9273.059384088987,Urban,6,7,541.6884362863601,7441.6007818436765,3.4295640309857824,10.351225013235194,9.0
186,46.568005929105105,Female,42913.548579076414,Urban,8,10,1332.4112304085986,20385.253150146767,1.1579890695962995,13.556657481454248,9.0
187,,Female,76780.62151013692,Suburban,3,7,1627.350905008063,18594.459114650414,10.16420075846257,32.931440131673575,5.0
188,37.12605304811753,Female,22539.017407572883,Urban,6,5,537.7179345345355,7813.191561026092,3.701214425085078,12.46174657805136,5.0
189,27.83847538317914,Female,15985.58839300271,Urban,11,4,307.17862927135207,6021.138383512989,0.48512430871262324,17.893411345378993,8.0
190,19.821833303769623,Female,90414.98496239938,Urban,5,6,1891.5581102834967,19922.745682255463,1.220445367091279,32.72747466069673,9.0
191,32.641820575195744,Male,11390.281272774537,Urban,6,9,263.4482034967889,9747.114060153246,0.7004316422442628,19.732898137054836,5.0
192,48.27678553188167,Female,,Urban,4,9,624.3600484833456,6342.697877407182,1.59808190645456,19.111884600934737,8.0
193,40.56912492956245,Female,24096.24109894716,Urban,4,6,669.2301704018003,5547.189460387552,0.5075120073543281,6.37271178625745,5.0
194,23.051134655456146,Male,43155.87370652339,Suburban,9,7,1658.3986124644985,23871.46828360253,0.07172964634205681,13.482813437351135,9.0
195,40.078171110214186,Male,26367.025848390636,Urban,4,7,3631.2445807673253,40152.376858083095,4.694784511327058,6.1505282570235655,9.0
196,42.62380855674604,Male,17165.95004405343,Urban,8,8,570.4089127073713,7915.613183698773,1.4669416869147336,10.560789748193262,7.0
197,27.393710765586405,Female,13689.820614582377,Suburban,9,4,1378.0457690369385,18483.795735754575,4.929318309417993,35.42970491550683,4.0
198,39.84470127134634,Female,18566.034531252146,Urban,5,7,1092.3504108814795,16363.638550926451,0.2514701564146811,3.963241516402515,7.0
199,38.698504621352,Male,13313.533051149901,Urban,6,12,883.9807532846396,17798.672121052685,0.3285293138771414,32.53177738530093,4.0
200,24.284356426032524,Female,22559.52521356073,Urban,7,9,343.84711194122946,4523.736067444183,0.5136180065853996,25.106106668424218,5.0
201,42.2934483241794,Female,16612.353927731343,Suburban,2,7,1716.9164333916453,15193.940374267811,1.2217301003667744,27.53128972739055,7.0
202,44.72941431641881,Male,10435.629080871822,Urban,3,2,345.87710848691484,643.0276550221793,4.2405619734357565,12.950283803209642,8.0
203,50.996614918103326,Female,,Urban,4,7,479.223997349326,6908.00121069237,2.101999408646723,15.468213189377977,7.0
204,50.645624624418836,Female,17174.203462494304,Urban,5,9,856.9849922722038,9760.139304491378,0.1131507677128093,56.3939672228044,5.0
205,21.46796758451491,nan,11683.485144254952,Urban,5,10,532.3166629323786,11219.907518692144,1.0457811449061127,0.20349547443489344,5.0
206,26.74609952101853,Female,20249.197310395586,Urban,5,8,293.00170030239406,4503.299554399052,2.569314487606788,18.5534338803863,
207,44.18042320650392,Female,22792.476512905465,Urban,4,5,581.1546297370531,1653.441901676496,0.778356003013294,4.532831918029138,7.0
208,44.1654314109465,Female,9198.232612180696,Urban,6,5,681.6733495646185,6980.831450756925,1.3567598648191224,13.878041855572446,5.0
209,44.18057223567257,Male,25999.27244072065,Urban,6,11,1747.4301889812425,25456.684966419485,2.4856400618446437,22.822272298834577,7.0
210,84.23277788785666,Female,13048.405425325758,Urban,3,12,1338.9732820772058,20046.783409388827,6.703963782589738,10.086897132941054,6.0
211,44.850686128318,Female,51819.11650136855,Urban,7,9,354.2830935310029,4734.561300236431,0.8105706402072702,16.816502134679666,5.0
